cty_code,cty_lon,cty_lat
13241,1138707.8181474174,1389147.189588985
13243,1058243.3871079558,1028027.8692348714
13245,1282812.8559576191,1237619.1853381314
13247,1099835.3813065465,1245716.3526249125
13249,1092571.4999429928,1088191.4468591732
13251,1335308.1516817324,1176777.99861363
13253,1058216.5093769038,935696.3861820122
13255,1081707.3021163836,1199178.781632173
13257,1153411.524401138,1354134.0227323396
13259,1046547.2613805283,1062045.2963707047
13261,1106578.9942501937,1065042.0189965642
13263,1066380.2867216438,1134176.1926704915
13265,1205990.1369517364,1249889.5613576935
13267,1305696.038723896,1092820.3639406057
13269,1094505.4916964348,1121443.5300580997
13271,1225494.5040504155,1068307.3705844502
13273,1087753.9938437864,1033192.9506055501
13275,1149076.7767458016,938445.5088875302
13277,1177574.118551393,1008750.1474594775
13279,1279078.7891466683,1097465.1993677006
13281,1108107.6799240457,1389066.917073383
13283,1252697.5810687572,1125476.3930725632
13285,1016233.0700398044,1165757.117261513
13287,1164683.2201100858,1036126.0588684103
13289,1169130.0127896068,1143606.5028633687
13291,1086489.9302680998,1376972.5173575908
13293,1085514.4359999131,1156954.2803362485
13295,969726.4378566633,1351867.0176785267
13297,1124753.076180714,1263254.9516989503
13299,1287451.0285387172,978512.5465982539
13301,1226896.2577665446,1235087.6789909736
13303,1222780.1146875094,1184977.105280103
13305,1326973.9270274453,1040327.012857091
13307,1073460.6906260923,1061716.4606242455
13309,1242586.58619102,1091750.3794247494
13311,1111113.08917916,1358963.5854697737
13313,998929.4028906568,1363092.845490881
13315,1178858.0257367326,1066820.5049120057
13317,1215021.4179284577,1275487.1351960485
13319,1190752.304883801,1161735.1173919998
13321,1145803.226888015,1015155.4194724597
16001,-1618313.7135286764,2446023.498759725
16003,-1600814.892497563,2606301.244377055
16005,-1315519.7833339258,2298156.435642348
16007,-1250527.7554345208,2243803.8068326153
16009,-1560897.0467247185,2862078.231307625
16011,-1318965.5455933635,2360986.3013432696
16013,-1440366.1907018914,2405323.217480843
16015,-1565750.0298164268,2496223.980343978
16017,-1530873.8002435481,2977701.3126595863
16019,-1253351.9245607161,2369213.242623471
16021,-1509801.7819882182,3025768.514635551
16023,-1370361.7168451645,2427512.1566033587
16025,-1504848.7961610802,2423769.866872267
16027,-1650950.3021700098,2473080.3770246883
16029,-1260487.759331714,2300493.055465753
16031,-1433831.1502206388,2275821.030826725
16033,-1294936.8788689154,2477687.701083995
16035,-1498688.4858875407,2787149.7110987348
16037,-1446722.5665438746,2500759.4549597213
16039,-1559768.1753505939,2422419.033675977
16041,-1291552.351875681,2238873.108609368
16043,-1227688.5612379804,2460025.261593444
16045,-1616154.6875165808,2515262.3284662585
16047,-1516111.7112465042,2369964.25996531
16049,-1503318.486096546,2693956.24096434
16051,-1300535.7164715226,2426141.2344602384
16053,-1478529.1713146158,2330571.1322494573
16055,-1553055.698472819,2912017.6821864946
16057,-1574437.0662666042,2819563.6711650416
16059,-1404749.2841731724,2572202.7062993823
16061,-1566781.9667736804,2752185.981162056
16063,-1461863.6961114563,2362907.8245368097
16065,-1249706.4270863265,2413444.9974007485
16067,-1425076.7350121732,2339002.4802956684
16069,-1589090.2987079546,2767233.5950928177
16071,-1350024.3764435784,2250488.966943618
16073,-1633012.938504705,2349751.89083897
16075,-1645757.802832725,2515539.6995540927
16077,-1364475.1922817687,2309642.3038983676
16079,-1500603.5604098407,2864050.5568946213
16081,-1214421.8852278013,2404844.640472985
16083,-1518038.6894411712,2300239.400174197
16085,-1535248.8314136486,2578285.9598206473
16087,-1636859.7201268754,2564437.557372467
17001,407061.6153280603,1895910.1252258802
17003,585393.1141709692,1592729.3504631727
17005,563670.0472615431,1781695.6924966483
17007,587109.4915521275,2169208.9160929965
17009,444254.8360143436,1894970.4703226816
17011,536491.8638360389,2062504.1687027062
17013,456258.8682698004,1806641.4097575343
17015,498172.68243677577,2134491.1926545654
17017,486677.4224596127,1898754.733347505
17019,658097.0321573509,1929672.031531171
17021,572019.8265698694,1856305.901098651
17023,700524.8096477959,1842588.5539757533
17025,645865.3674909222,1772883.9423344005
17027,566953.4297596255,1750426.9816656166
17029,661868.0811425615,1860321.6645940326
17031,673955.8352220979,2121982.8569264067
17033,706146.8191038872,1805911.5617703313
17035,662565.2889449156,1832610.9674748117
17037,595093.2640451483,2121612.5415937314
17039,598454.5738713187,1928896.6189217332
17041,659963.5173971086,1888186.4808309667
17043,651709.7267626507,2121494.355794567
17045,700757.3172940123,1881398.3827394051
17047,686513.3952807394,1738220.0527293826
17049,634638.3850216964,1806362.086010606
17051,598003.5939209638,1796873.056099103
17053,651884.7082528952,1980531.3098842348
17055,614959.7239388782,1684864.629831449
17057,486640.37097000005,1954752.6820892612
17059,677351.0717154022,1664024.2829321814
17061,478669.18530268426,1828956.3343281455
17063,629418.6626317707,2056018.924109249
17065,647575.6028438018,1697388.563139831
17067,406690.05387330125,1942545.962715748
17069,676299.1274244406,1636358.7023003937
17071,424346.40500955447,1989932.7421832073
17073,486942.0994522339,2053553.515351959
17075,683801.8863133609,2000091.8290732396
17077,576846.087616945,1658829.6990247227
17079,672360.3947970688,1803796.1988082784
17081,612405.122738345,1719311.5973443436
17083,483348.18769138283,1798869.8535362051
17085,473349.1580267049,2166227.1119411746
17087,623179.2952942164,1625608.1413331262
17089,622751.6269208302,2128877.388375927
17091,676922.1788884659,2043417.6572782982
17093,625837.998216226,2090037.6221005335
17095,483035.01584863017,2006046.0961812788
17097,654005.0432872705,2174574.981282835
17099,590186.9700088223,2059561.5531525817
17101,711679.1917020701,1774550.3008998898
17103,552693.9885240624,2102010.373710814
17105,621344.1558024416,2011177.9717503397
17107,559834.3994663113,1920464.6143691002
17109,447272.9649234983,1950606.1010274896
17111,617382.729785504,2171721.63156048
17113,600564.4264962504,1964577.4707661453
17115,596221.8180960373,1893363.2045317409
17117,519073.62187602086,1820733.09774392
17119,523818.9106131713,1772642.2886430577
17121,609926.5045283526,1758361.6876426833
17123,554631.7003822055,2022139.2899159533
17125,512690.4292596722,1930237.2612025575
17127,640392.6799869636,1599868.891996339
17129,523899.59120829817,1907137.4211379243
17131,437304.54956669884,2034088.6690067807
17133,504239.02213985805,1709490.4727073698
17135,557317.8277137777,1819919.3598566677
17137,492340.64604928595,1870123.8244741699
17139,627070.4485070378,1871151.009761746
17141,548702.6945048303,2134979.448839827
17143,521869.603920359,1992379.839759157
17145,575824.4871909489,1692315.2284600697
17147,626231.6342143686,1912535.740845214
17149,434809.08598708955,1856372.46168371
17151,651500.780185141,1622484.9046513876
17153,603587.3050597574,1597563.2445108474
17155,558172.1874526608,2041605.7707632706
17157,536327.9094250405,1686090.7014215735
17159,681011.2287150166,1771039.2544465344
17161,450040.0322129103,2064181.4470072307
17163,524403.5417411356,1732283.4643042786
17165,650314.7772959663,1660689.1959541205
17167,537996.389612057,1877828.86548604
17169,454450.10115772637,1917564.793796643
17171,469625.4424708878,1860751.3085807695
17173,613398.9817215127,1841970.0909909597
17175,516507.7480025121,2026297.6067530252
17177,518367.5511961985,2167534.6689658416
17179,544601.4131637359,1962419.5028089061
17181,590389.5879697433,1624520.598617418
17183,696923.7473505978,1937818.0135478934
17185,704238.689298898,1743058.2836263753
17187,450065.5529422601,1994794.2187855572
17189,569969.3351245219,1722068.3799348108
17191,654299.0191070279,1737059.3475591342
17193,678650.8185844463,1700477.0581257278
17195,502066.98196979315,2099721.3247359525
17197,664362.3545087433,2076858.1946539513
17199,616643.4760876505,1655538.4921463486
17201,559446.2751810045,2168649.7811608487
17203,567701.8726486486,1995558.9950547882
18001,924400.0163203798,2024359.1611796503
18003,909148.4689954255,2061514.937829945
18005,862719.3978803414,1843890.1436288694
18007,728066.602714934,1988200.2391041315
18009,895514.0097169917,1990388.1713333807
18011,804643.680607793,1933053.811803044
18013,834772.0187266738,1839852.4077530387
18015,790761.4013289186,1991559.467191993
18017,806902.7125330442,2013295.813563257
18019,887729.9152532156,1764439.522047849
18021,757061.218727142,1854325.171657601
18023,801288.3896452663,1960967.442592412
18025,825846.6792487066,1737115.185747212
18027,768033.5474567343,1777644.62270937
18029,942097.3907384666,1845891.6934429926
18031,895192.9855462256,1858809.4291529804
18033,910771.8739530471,2096269.8177517871
18035,892564.0036189917,1962308.331755148
18037,788152.1832734982,1741496.8097040798
18039,837497.9286870023,2110584.352953437
18041,918331.4681097607,1898977.8169665358
18043,872466.9258775356,1744950.7576130128
18045,738826.2334197997,1934576.2305327938
18047,931240.3573631163,1875065.1440256375
18049,810489.7333065472,2045802.8634197623
18051,727986.2669717213,1730045.417692519
18053,867439.6799463799,1992021.6961158244
18055,773917.6042061074,1815813.785552423
18057,839439.0170904914,1939069.3467484382
18059,865867.1823170017,1913837.5450344405
18061,856300.5922606256,1729287.3675152136
